SO Number,Date,Installation Complete,Machine Details,SerialNumber,CustomerName,Location,Region,ponumber,Ressubassembly,Resassembly,Res QA,Res Dispatch,Invoice Date,Invoice Number,Dispatch File,REMARKS,IncoTerms,SO_Date,PO_Date
6803003784,07-Jun-21,In Warranty,CA31,PCCH0621004,TORRENT PHARMAC,INDORE,AMD,4800037894,YOGENDRA PATEL,VIVIAN PINTO,Rupesh,BUNTY K,30-Jun-21,DO2190000087,,ok,ok,28-May-21,21-May-21
6803003784,27-Oct-21,In Warranty,360 with Bottom Inspection,360H1021013,Alembic pharma,Gujarat,AMD,4200044118,Yogendra,Vivian,RUPESH,BUNTY K,18-Oct-21,DO2190000247,,ok,ok,06-Oct-21,20-Oct-21
6803003784,27-Oct-21,In Warranty,360 with Bottom Inspection,360H1021012,Alembic pharma,Gujarat,AMD,4200044118,Yogendra,Vivian,RUPESH,BUNTY K,18-Oct-21,DO2190000247,,ok,ok,04-Oct-21,18-Oct-21
6803003784,27-Oct-21,In Warranty,360 with Bottom Inspection,360H1021009,Alembic pharma,Gujarat,AMD,4200044118,Yogendra,Vivian,RUPESH,BUNTY,18-Oct-21,DO2190000247,,ok,ok,0.10.2021,18-Oct-21
6803003789,22-Jul-21,In Warranty,BS20 C++,BISH0721035,MEGA LIFE SCI.,THAILAND,South,PO-CAPEX-2021000039,YOGENDRA,SANKALP,Rupesh,BUNTY K,23-Jul-21,681000269,,ok,ok,03-Jun-21,20-May-21
6803003790,07-Jun-21,In Warranty,BIS(TOP),BISH0621020,ALKEM,Daman,West,4504112540,YOGENDRA,DEEP,BHARAT,BUNTY K,07-Jun-21,DO2190000083,,na,na,07-Jun-21,05-Jun-21
6803003795,10-Jun-21,In Warranty,CA41-REWORK STATION,VFTH0621007,Alembic pharma,Gujarat,AMD,4200042916,Yogendra,Vivian,Rupesh,BUNTY K,30-Jun-21,DO2190000114,,ok,ok,09-Jun-21,25-May-21
6803003796,18-Jun-21,In Warranty,BIS(BLL),BISH0621021,Zydus cadila,Ahmedabad,AMD,4490125106,YOGENDRA,DEEP,np,BUNTY K,29-Jun-21,DO2190000102,,ok,ok,09-Jun-21,07-Jun-21
6803003797,28-Jun-21,In Warranty,BIS BS11,BISH0621024,Abbott,Baddi,North,5110128249,YOGENDRA,DEEP,Rupesh,BUNTY K,30-Jun-21,DO2190000109,,na,na,09-Jun-21,05-Jun-21
6803003798,28-Jun-21,In Warranty,BIS BS11,BISH0621026,Abbott,Baddi,North,5110128311,YOGENDRA,DEEP,Rupesh,BUNTY K,30-Jun-21,DO2190000109,,ok,ok,09-Jun-21,05-Jun-21
6803003799,17-Jun-21,In Warranty,BIS_BL,BISH0621028,BAL PHARMA,RUDRAPUR,North,M04/2122/POS/CGP/00004,YOGENDRA,DEEP,np,BUNTY K,25-Jun-21,DO2190000094,,na,na,10-Jun-21,31-May-21
6803003800,12-Jun-21,In Warranty,CPIR VS,CPIRVS0621002,BAL PHARMA,RUDRAPUR,North,M04/2122/POS/CGP/00005,YOGENDRA P,CHETAN JADHAV,np,BUNTY K,25-Jun-21,DO2190000094,,ok,ok,10-Jun-21,31-May-21
6803003801,12-Jun-21,In Warranty,TE (V5),CS170621002,BAL PHARMA,RUDRAPUR,North,M04/2122/POS/CGP/00006,YOGENDRA P,CHETAN JADHAV,np,BUNTY K,25-Jun-21,DO2190000097,,ok,ok,10-Jun-21,03-Jun-21
6803003801,17-Jun-21,In Warranty,KIOSK TERTIARY,VFTH0621008,BAL PHARMA,RUDRAPUR,North,M04/2122/POS/CGP/00006,YOGENDRA P,CHETAN JADHAV,,,,,,,,10-Jun-21,03-Jun-21
6803003801,23-Jun-21,In Warranty,TERTIARY KIOSK,VFTT0621002,BAL PHARMA,RUDRAPUR,North,M04/2122/POS/CGP/00006,YOGENDRA P,CHETAN JADHAV,np,BUNTY K,25-Jun-21,DO2190000097,,ok,ok,01-Jun-21,31-May-21
6803003802,09-Jul-21,In Warranty,AFC,PCCH0721006,AMNEAL,Ahmedabad,AMD,CMI-OC-21000085,YOGENDRA,DEEP,np,BUNTY K,12-Jul-21,DO2190000119,,ok,ok,10-Jun-21,29-Jun-21
6803003803,24-Jun-21,In Warranty,BIS BS30,BISH0621029,WENZHOU,CHINA,ROW,WZRSJX210608-001,YOGENDRA,DEEP,np,BUNTY K,26-Jun-21,681000258,,ok,ok,11-Jun-21,09-Jun-21
6803003804,18-Jun-21,In Warranty,2BPO,CISH0621010,STERILE GENE,PUNDUCHERRY,South,5110128237,YOGENDRA,DEEP,,,,,,,,11-Jun-21,05-Jun-21
6803003810,09-Aug-21,In Warranty,BIS BS11,BISH0821051,MALIK,BADDI,North,4500710035,Gilbert,AKSHAY,np,BUNTY K,10-Aug-21,DO2190000159,,ok,ok,17-Jun-21,31-May-21
6803003812,01-Jul-21,In Warranty,BIS BS11,BISH0621025,TITAN,Mahad,North,5110129708,YOGENDRA,DEEP,np,BUNTY K,30-Jun-21,DO2190000116,,na,na,18-Jun-21,11-Jun-21
6803003813,28-Jun-21,In Warranty,BIS BS20,BISH0621033,MYLAN,South Africa,ROW,100000220,YOGENDRA,DEEP,np,BUNTY K,30-Jun-21,681000261,,ok,ok,18-Jun-21,28-Apr-21
6803003816,18-Jun-21,In Warranty,360-Labview,360H0621001,SIGMA PHARMA,USA,USA,Sigma PO 210547,Yogendra Patel,Vivian Pinto,Bharat R,BUNTY K,21-Jun-21,681000257,,ok,ok,18-Jun-21,15-Jun-21
6803003820,28-Jun-21,In Warranty,2BPO C++,CISH0621012,IPCA,ATHAL,West,ER2100387,YOGENDRA,DEEP,np,BUNTY K,30-Jun-21,DO2190000108,,ok,ok,24-Jun-21,15-Jun-21
6803003820,28-Jun-21,In Warranty,2BPO C++,CISH0621011,IPCA,ATHAL,West,ER2100387,YOGENDRA,DEEP,np,BUNTY K,30-Jun-21,DO2190000108,,ok,ok,24-Jun-21,15.06.2021
6803003821,21-Jul-21,In Warranty,CPIRXL (Labview-Knife edge),VFSH0721005,Gulf Pharm. Ind,U.A.E,ROW,3510000089,Yogendra Patel,Vivian Pinto,Bharat R,BUNTY K,,,,,,25-Jun-21,17-Jun-21
6803003824,14-Jul-21,In Warranty,BIS BS11,BISH0721039,INTAS,SIKKIM,East,838917151,YOGENDRA,sankalp,Nikhil P,BUNTY K,15-Jul-21,DO2190000126,,ok,ok,29-Jun-21,25-Jun-21
6803003824,14-Jul-21,In Warranty,BIS BS11,BISH0721038,INTAS,SIKKIM,East,838917151,YOGENDRA,sankalp,Nikhil P,BUNTY K,15-Jul-21,DO2190000126,,ok,ok,29-Jun-21,25-Jun-21
6803003824,14-Jul-21,In Warranty,BIS BS11,BISH0721037,INTAS,SIKKIM,East,838917151,YOGENDRA,sankalp,Nikhil P,BUNTY K,15-Jul-21,DO2190000126,,ok,ok,29-Jun-21,25-Jun-21
6803003825,14-Jul-21,In Warranty,BIS BS11,BISH0721036,INTAS,SIKKIM,East,838917152,YOGENDRA,sankalp,Nikhil P,BUNTY K,15-Jul-21,DO2190000125,,ok,ok,29-Jun-21,25-Jun-21
6803003827,23-Jul-21,In Warranty,BIS BS11,BISH0721040,RELAX PHARMA,PAONTA SAHIB,North,2017468,YOGENDRA,DEEP,np,bunty,27-Sep-21,DO2190000141,,ok,ok,01-Jul-21,25-Jun-21
6803003828,14-Jul-21,In Warranty,BIS BS20,BISH0721034,NOVARTIS,BANGLADESH,ROW,7752112081,YOGENDRA,sankalp,Nikhil P,BUNTY K,15-Jul-21,681000264,,ok,ok,01-Jul-21,01-Jul-21
6803003831,13-Aug-21,In Warranty,CPIRXL V2,VFSH0821009,LUPIN,AURANGABAD,West,3400139863,YOGENDRA,DEEP,Nikhil P,BUNTY K,31-Aug-21,DO2190000190,,ok,ok,03-Jul-21,10-Jun-21
6803003832,16-Jul-21,In Warranty,2BPO,CISH0721015,BIOLOGICAL E,PAONTA SAHIB,North,4600019280,YOGENDRA,sankalp,Rupesh,BUNTY K,22-Jul-21,DO2190000133,,ok,ok,03-Jul-21,23-Jun-21
6803003834,20-Jul-21,In Warranty,CPIR XL,VFSH0721008,CNBG,China,ROW,GLKYTJ210618-002,GILBERT P,CHETAN JADHAV,Bharat R,BUNTY,22-Jul-21,681000268,,ok,ok,05.07.2021,29.06.2021
6803003835,16-Jul-21,In Warranty,2BPO,CISH0721014,BIOLOGICAL E,PAONTA SAHIB,North,4500008086,YOGENDRA,sankalp,Rupesh,BUNTY K,22-Jul-21,DO2190000134,,ok,ok,05-Jul-21,30-Jun-21
6803003836,20-Jul-21,In Warranty,CV10-CPIRXL with BPO Application,VFSH0721007,Biological-E,"paonta saheb, Himachal",North,4500008087,Yogendra Patel,Vivian Pinto,Bharat R,BUNTY K,29-Jul-21,DO2190000140,,ok,ok,05-Jul-21,30-Jul-21
6803003839,10-Jul-21,In Warranty,LIS,VFPH0721007,ABHILASH,TAMILNADU,South,PRE CRF,GILBERT P,CHETAN JADHAV,Rupesh,BUNTY K,27-Jul-21,DO2190000137,,ok,ok,08-Jul-21,05-Jul-21
6803003839,10-Jul-21,In Warranty,TE (V5),CS170721003,ABHILASH,TAMIL NADU,South,PRE CRF,GILBERT P,CHETAN JADHAV,Rupesh,BUNTY K,27-Jul-21,DO2190000137,,ok,ok,08-Jul-21,05-Jul-21
6803003839,23-Jul-21,In Warranty,KIOSK TERTIARY,VFTT0721003,ABHILASH,TAMIL NADU,South,Abhilash PRE CRF,GILBERT P,CHETAN JADHAV,RUPESH,Bunty,27-Jul-21,DO2190000137,,ok,ok,07-Jul-21,07-Jul-21
6803003839,26-Jul-21,In Warranty,SBC KIOSK,VFTH0721010,ABHILASH,TAMILNADU,South,PRE CRF,GILBERT P,CHETAN JADHAV,Rupesh,BUNTY K,27-Jul-21,DO2190000137,,ok,ok,08-Jul-21,05-Jul-21
6803003840,07-Aug-21,In Warranty,QUALISHIELD BS11,BISH0821047,PPT Alkem,SIKKIM,East,5110133398,Gilbert,Akshay,np,BUNTY K,13.08.2021,DO2190000165,,ok,ok,07-Jul-21,29-Jun-21
6803003842,23-Aug-21,In Warranty,BIS BS11,BISH0821046,KWALITY PHARMA,BADDI,North,511013503,Gilbert,Akshay,NP,Bunty,24-Aug-21,DO2190000173,,ok,ok,07-Jul-21,05-Jul-21
6803003843,23-Aug-21,In Warranty,BIS BS11,BISH0821052,IPCA LABS,PUNE,West,5110133400,Gilbert,Akshay,NP,Bunty,24.08.2021,DO2190000176,,ok,ok,07-Jul-21,29-Jun-21
6803003844,23-Aug-21,In Warranty,BIS BS11,BISH0821053,IPCA LABS,PUNE,West,5110133401,Gilbert,Akshay,NP,Bunty,24.08.2021,DO2190000177,,ok,ok,07-Jul-21,28-Jun-21
6803003848,20-Jul-21,In Warranty,BS-11 C++,BISH0721041,Awamedica,Iraq,ROW,Others145/21,YOGENDRA,SANKALP,Rupesh,BUNTY K,21-Jul-21,681000266,,ok,ok,09-Jul-21,27-May-21
6803003850,29-Jul-21,In Warranty,1 BPO,CISH0721016,Alkem,Sikkim,East,4530036251,Yogendra Patel,Shubham Sharma,np,bunty,31-Jul-21,DO2190000149,,ok,ok,13-Jul-21,09-Jul-21
6803003854,27-Jul-21,In Warranty,BIS BS11,BISH0721042,Sagar,Nigeria,ROW,5110126074,YOGENDRA,DEEP,np,bunty,31.07.2021,DO2190000150,,ok,ok,17-Jul-21,24-May-21
6803003855,27-Jul-21,In Warranty,BIS BS11,BISH0721043,AKUMS DRUGS,HARIDWAR,North,4500727383,YOGENDRA,DEEP,Nikhil P,BUNTY K,27-Jul-21,DO2190000138,,ok,ok,17-Jul-21,08-Jul-21
6803003856,27-Jul-21,In Warranty,BIS BS11,BISH0721044,IPCA,SIKKIM,East,CR2100020 SIKKIM (UNIT-1),YOGENDRA,DEEP,np,BUNTY K,30-Jul-21,DO2190000144,,ok,ok,17-Jul-21,13-Jul-21
6803003858,18-Aug-21,In Warranty,CV 50,CISH0821017,CADILA,Goa,West,4490125882,YOGENDRA PATEL,GURDAS JOON,np,BUNTY K,26-Aug-21,DO2190000180,,ok,ok,19-Jul-21,07-Jul-21
6803003866,24-Sep-21,In Warranty,CA41 PALLET,VFTH0821011,CNBG G42,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Akshay,,,,,,,,21-Jul-21,14-Jul-21
6803003866,24-Sep-21,In Warranty,Verishield CS19,VFSH0821016,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,Rupesh,BUNTY K,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Verishield CS19,VFSH0821015,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,Rupesh,BUNTY K,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Sep-21
6803003866,24-Sep-21,In Warranty,Verishield CS19,VFSH0821014,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,Rupesh,BUNTY K,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Verishield CS19,VFSH0821013,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,Rupesh,BUNTY K,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Verishield CS19,VFSH0821012,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,Rupesh,BUNTY K,,,,,,27-Jul-21,14-Jul-21
6803003866,24-Sep-21,In Warranty,CS19,VFSH0821011,CNBG G42 MEDICA,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Akshay,Rupesh,BUNTY,29-Sep-21,681000292,,ok,ok,27-Jul-21,14-Jul-21
6803003866,24-Sep-21,In Warranty,Marchesini Outer CP2,PCCH0921021,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,BUNTY K,29-Sep-21,681000292,,ok,ok,24-Jul-21,24-Jul-21
6803003866,24-Sep-21,In Warranty,Marchesini Inner CP2,PCCH0921020,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,BUNTY K,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Marchesini Outer CP1,PCCH0921019,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,BUNTY K,29-Sep-21,681000292,,ok,ok,14-Jul-21,24-Jul-21
6803003866,24-Sep-21,In Warranty,Marchesini Inner CP1,PCCH0921018,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,BUNTY K,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Syntegon Outer CP4,PCCH0921017,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,BUNTY K,29-Sep-21,681000292,,ok,ok,27-Jul-21,14-Jul-21
6803003866,24-Sep-21,In Warranty,Syntegon Inner CP4,PCCH0921016,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,bunty,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Syntegon Outer CP3,PCCH0921015,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,bunty,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Syntegon Inner CP3,PCCH0921014,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,bunty,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Syntegon Outer CP2,PCCH0921013,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,bunty,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Syntegon Inner CP2,PCCH0921012,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,bunty,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Syntegon Outer CP1,PCCH0921011,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,bunty,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003866,24-Sep-21,In Warranty,Syntegon Inner CP1,PCCH0921010,G42 Medi. CNBG,UAE,ROW,KIZAD/CNBG42/001/210531,Yogendra,Vivian,RUPESH,bunty,29-Sep-21,681000292,,ok,ok,14-Jul-21,27-Jul-21
6803003871,19-Aug-21,In Warranty,BIS BS11,BISH0821048,PAR FORMULATION,Indore,AMD,precrf,Gilbert,Akshay,NP,BUNTY K,24.08.2021,DO2190000175,,ok,ok,02-Aug-21,02-Aug-21
6803003873,20-Aug-21,In Warranty,CV 52,CISH0621009,PPT TITAN,MAHAD,North,5110129378,YOGENDRA PATEL,GURDAS JOON,np,BUNTY K,30-Jun-21,DO2190000118,,ok,ok,04-Aug-21,11-Jun-21
6803003877,07-Aug-21,In Warranty,BS-11 C++,BISH0821050,Bafna,Tamil Nadu,South,BPLGM/2122/1700007,YOGENDRA,SANKALP,,,,,,,,05-Aug-21,30-Jun-21
6803003879,24-Sep-21,In Warranty,BS11 WITH REJ MECH.,BISH0921058,RESTECH PHARMAC,AHEMADABAD,AMD,5891234528,RAVI,JOLDEN,Bharat R,BUNTY K,29-Sep-21,DO2190000210,,ok,ok,06-Aug-21,30-Jul-21
6803003888,20-Aug-21,In Warranty,2 BPO(Upgradation),CISH0821019,Medreich Ltd.,Bangalore,South,4550010908,Yogendra Patel,Akshay Sankpal,,,,,,,,13-Aug-21,12-Aug-21
6803003890,25-Aug-21,In Warranty,1BPO,CISH0821021,Harman,Aurangabad,West,4520000225,Gilbert,Akshay,Rupesh,Bunty,30.08.2021,DO2190000186,,ok,ok,13-Aug-21,19-Jul-21
6803003892,18-Aug-21,In Warranty,BS11,BISH0821054,REESE,USA,USA,5110132937,Gilbert,Akshay,np,BUNTY K,19.08.2021,DO2190000172,,ok,ok,16-Aug-21,28-Jun-21
6803003898,31-Aug-21,In Warranty,4 BPO,CISH0821018,PAR FORMULATION,INDORE,AMD,5110143378,YOGENDRA,DEEP,NP,Bunty,31.08.2021,DO2190000189,,ok,ok,20-Aug-21,12-Aug-21
6803003899,30-Aug-21,In Warranty,BIS BS11,BISH0821056,Tabuk Pharma,SAUDI,ROW,5400007790,Gilbert,Akshay,Rupesh,BUNTY K,30-Aug-21,681000284,,na,na,21-Aug-21,13-Jun-21
6803003903,31-Aug-21,In Warranty,BIS BS11,BISH0821057,JK PRINT PACKS,DEHRADUN,North,5110145294,YOGENDRA,DEEP,NP,Bunty,31.08.2021,DO2190000188,,ok,ok,26-Jun-21,21-Aug-21
6803003906,16-Sep-21,In Warranty,CV52,CISH0921023,MEDOPHARM,CHENNAI,South,MPL/1920/POS/MCG/00007,JOLDEN,JOLDEN,,,,,,,,02-Sep-21,25-Apr-19
6803003906,16-Sep-21,In Warranty,CV52,CISH0921022,MEDOPHARM PVT L,CHENNAI,South,MPL/1920/POS/MCG/00007,JOLDEN,JOLDEN,,,,,,,,02-Sep-21,25-Apr-19
6803003910,29-Sep-21,In Warranty,CV Series,CISH0921037,CADILA HEALTHCA,GOA,West,4490127128,RAVI,JOLDEN,Bharat R,bunty,30-Sep-21,DO2190000217,,ok,ok,03-Sep-21,26-Sep-21
6803003911,21-Sep-21,In Warranty,BS11,BISH0921065,VIM SPECTRUM,Romania,EU/RU,VIM Spectrum BS11 on existing BQS,Jolden,Jolden,NP,Bunty,21-Sep-21,681000287,,ok,ok,03-Sep-21,24-Aug-21
6803003913,27-Sep-21,In Warranty,BS11,BISH0921060,MICRO LABS,PUDUCHERRY,South,3020055055,RAVI,JOLDEN,Bharat R,BUNTY K,30-Sep-21,DO2190000216,,NA,FOR,07-Sep-21,16-Aug-21
6803003914,27-Sep-21,In Warranty,BS11,BISH0921067,MICRO LABS,PUDUCHERRY,South,3020055054,RAVI,JOLDEN,Bharat R,BUNTY K,30-Sep-21,DO2190000218,,ok,ok,07-Sep-21,07-Sep-21
6803003914,27-Sep-21,In Warranty,BS11,BISH0921061,MICRO LABS,PUDUCHERRY,South,3020055054,RAVI,JOLDEN,np,bunty,30-Sep-21,DO2190000218,,ok,ok,07-Sep-21,16-Aug-21
6803003919,21-Sep-21,In Warranty,BS11,BISH0921064,ACGDO BRASIL SA,Brazil,ROW,5110136066,Jolden,Jolden,Bharat R,bunty,30-Sep-21,DO2190000215,,ok,ok,13-Sep-21,10-Jul-21
6803003921,23-Sep-21,In Warranty,BS11,BISH0921059,IPCA LABORATORI,SIKKIM,East,CR2100042-SIKKIM-(UNIT-1),RAVI,JOLDEN,NP,Bunty,27-Sep-21,DO2190000206,,ok,ok,14-Sep-21,09-Sep-21
6803003922,21-Oct-21,In Warranty,BS11,BISH1021085,SAVA Healthcare,Surendra Nagar,North,PRE CRF,JOLDEN,NAMRATA,Rupesh,BUNTY K,,,,,,09-Sep-21,31-Aug-21
6803003923,21-Oct-21,In Warranty,BS11 WITH LIDDING FOIL,BISH1021084,Caplin Point La,CHENNAI,South,PRE CRF,JOLDEN,NAMRATA,np,BUNTY,,,,,,09-Jul-21,30-Jun-21
6803003924,22-Sep-21,In Warranty,BS11,BISH0921066,SUN PHARMA LAB,JAMMU,North,4400031664,RAVI,JOLDEN,NP,Bunty,23-Sep-21,DO2190000201,,ok,ok,15-Sep-21,31-Aug-21
6803003926,22-Sep-21,In Warranty,BS11,BISH0921062,HASAN DARMA PHA,VEITNAM,ROW,5110147655,RAVI,JOLDEN,np,bunty,30-Sep-21,DO2190000213,,ok,ok,16-Sep-21,03-Sep-21
6803003927,22-Sep-21,In Warranty,BS11,BISH0921063,HASAN DARMA PHA,VEITNAM,ROW,5110147654,RAVI,JOLDEN,np,bunty,30-Sep-21,DO2190000214,,ok,ok,16-Sep-21,03-Sep-21
6803003928,18-Sep-21,In Warranty,CPIRXL (Labview-Knife edge),VFSH0921017,Gulf Pharm. Ind,UAE,ROW,3510000139,Yogendra Patel,Vivian Pinto,np,bunty,11-Aug-21,681000301,,ok,ok,17-Sep-21,11-Aug-21
6803003930,20-Sep-21,In Warranty,PALLET,VFTH0921013,AMNEAL USA,USA,USA,Amneal PO # 99501,YOGENDRA,DEEP,np,bunty,24-Sep-21,681000289,,ok,ok,20-Sep-21,15-Sep-21
6803003930,20-Sep-21,In Warranty,LIS,VFPH0921008,AMNEAL USA,USA,USA,Amneal PO # 99501,YOGENDRA,DEEP,NP,Bunty,24-Sep-21,681000289,,ok,ok,20-Sep-21,15-Sep-21
6803003930,20-Sep-21,In Warranty,AFC,PCCH0921023,AMNEAL USA,USA,USA,Amneal PO # 99501,YOGENDRA,DEEP,NP,Bunty,24-Sep-21,681000289,,ok,ok,20-Sep-21,15-Sep-21
6803003930,20-Sep-21,In Warranty,360,360H0921008,AMNEAL USA,USA,USA,Amneal PO # 99501,YOGENDRA,DEEP,NP,Bunty,24-Sep-21,681000289,,ok,ok,20-Sep-21,15-Sep-21
6803003930,23-Nov-21,In Warranty,Ensura,CPIREN1121002,Amneal Pharma,USA,USA,AMNEAL PO # 99501,Yogendra,Vivian,Bharat,BUNTY,,,,,,20-Sep-21,15-Sep-21
6803003931,23-Sep-21,In Warranty,CV 52,CISH0921024,HASAN DARMA PHA,VEITNAM,ROW,5110147653,RAVI,JOLDEN,Rupesh,BUNTY K,30-Sep-21,DO2190000211,,ok,ok,20-Sep-21,03-Sep-21
6803003932,23-Sep-21,In Warranty,CV 52,CISH0921025,HASAN DARMA PHA,VEITNAM,ROW,5110147652,RAVI,JOLDEN,Rupesh,BUNTY K,30-Sep-21,DO2190000212,,ok,ok,20-Sep-21,03-Sep-21
6803003934,20-Sep-21,In Warranty,PALLET,VFTH0921012,AMNEAL USA,USA,USA,Amneal PO # 99497,YOGENDRA,DEEP,np,bunty,24-Sep-21,681000290,,ok,ok,20-Sep-21,15-Sep-21
6803003934,20-Sep-21,In Warranty,AFC,PCCH0921022,AMNEAL USA,USA,USA,Amneal PO # 99497,YOGENDRA,DEEP,NP,Bunty,24-Sep-21,681000290,,ok,ok,20-Sep-21,15-Sep-21
6803003934,20-Sep-21,In Warranty,ENSURA,CPIREN0921001,AMNEAL USA,USA,USA,Amneal PO # 99497,YOGENDRA,DEEP,BHARAT,Bunty,24-Sep-21,681000290,,ok,ok,20-Sep-21,15-Sep-21
6803003937,14-Feb-22,In Warranty,Carton Stacker MAchine,PCCH0122039,USV Private Ltd,baroda,AMD,Precrf,Yogendra,Vivian,,,,,,,,23.09.2021,15-Jan-22
6803003938,23-Oct-21,In Warranty,CV51,CISH1021040,Aurobindo Pharm,Hyderabad,South,PRE CRF,JOLDEN,NAMRATA,Bharat R,BUNTY K,12-Oct-21,DO2190000241,,ok,ok,13-Sep-21,30-Sep-21
6803003944,20-Oct-21,In Warranty,BS 11 WITH FOIL,BISH1021081,Torrent Pharmac,BADDI,North,"5110151673(PPT Torrent),Baddi",JOLDEN,NAMRATA,np,BUNTY K,,,,,,28-Sep-21,27-Sep-21
6803003955,20-Oct-21,In Warranty,BS11,BISH1021082,Emcure Pharmace,MEHSANA,AMD,2500040265,JOLDEN,NAMRATA,np,bunty,01-Oct-21,DO2190000242,,ok,ok,08-Oct-21,01-Oct-21
6803003955,21-Oct-21,In Warranty,BS11,BISH1021083,Emcure Pharmace,MEHSANA,AMD,2500040265,JOLDEN,NAMRATA,np,bunty,01-Oct-21,DO2190000242,,ok,ok,08-Oct-21,01-Oct-21
6803003957,15-Nov-21,In Warranty,BS11,BISH1121093,GPO - THAILAND,THAILAND,ROW,5110151100,Gilbert Pereira,Namrata Walavalkar,Rupesh,BUNTY K.,,,,,,08-Oct-21,23-Sep-21
6803003958,15-Nov-21,In Warranty,BS11,BISH1121094,GPO - THAILAND,THAILAND,ROW,5110151103,Gilbert Pereira,Namrata Walavalkar,Rupesh,bunty k.,,,,,,08-Oct-21,23-Sep-21
6803003959,15-Nov-21,In Warranty,BS11,BISH1121095,GPO - THAILAND,THAILAND,ROW,5110151050,Gilbert Pereira,Namrata Walavalkar,Rupesh,bunty k.,,,,,,08-Oct-21,23-Sep-21
6803003960,15-Nov-21,In Warranty,BS11,BISH1121096,GPO - THAILAND,THAILAND,ROW,5110151053,Gilbert Pereira,Namrata Walavalkar,Rupesh,bunty k.,,,,,,08-Oct-21,23-Sep-21
6803003961,13-Oct-21,In Warranty,BS11,BISH1021077,GPO Pharma,THAILAND,ROW,5110151102,JOLDEN,NAMRATA,Rupesh,BUNTY,23-Sep-21,DO2190000259,,ok,ok,08-Oct-21,23-Sep-21
6803003962,13-Oct-21,In Warranty,BS11,BISH1021078,GPO Pharma,THAILAND,ROW,5110151047,JOLDEN,NAMRATA,Rupesh,BUNTY K,23-Sep-21,DO2190000260,,ok,ok,08-Oct-21,23-Sep-21
6803003963,13-Oct-21,In Warranty,BS11,BISH1021079,GPO Pharma,THAILAND,ROW,5110151048,JOLDEN,NAMRATA,Rupesh,BUNTY K,23-Sep-21,DO2190000264,,ok,ok,08-Oct-21,23-Sep-21
